timestamp_ms,session_id,node_id_hex,protocol,frequency_mhz,config_index,rssi_dbm,snr_db,length_bytes,packet_type,encrypted,psk_result,psk_id,lat_deg,lon_deg,alt_m,hop_count,is_router,power_class,raw_hex
92479740,snf_6356,BC49B54C,LoRaWAN,906.875,0,-107.0,0.3,104,unknown,1,none,,,,,,0,0,604CB549BC1B746C1F0E6F7960080064AEED5C7164018CF60E96BE5DBB0121ACEA234A3B2CD135B36E861A8133251CFA9F71FB6A544CCE4F8DA575DE6DC6446ADB668B2EB087E0E2E5BD2F197B861D4681DFBEE55294C55B5EC4013BDC3AC8DA11EF178A22F64126
92480959,snf_6356,606C741B,LoRaWAN,906.875,0,-115.0,-7.0,97,unknown,1,none,,,,,,0,0,BC1B746C604CB5497736F7E2A5080060489D0C4C1CED07A1B4BCBA667F5998BF417DC1411D761C3861FC76F0AB5D52CA8A7598267D695F7D592F47411666DEAD253DCEAC1589AAE563FECB935FCDB3A62F9CE722CE33F03975A3BACF08D5105F7F
92482039,snf_6356,606C741B,LoRaWAN,906.875,0,-107.0,0.8,97,unknown,1,none,,,,,,0,0,BC1B746C604CB5497736F7E2A4080064489D0C4C1CED07A1B4BCBA667F5998BF417DC1411D761C3861FC76F0AB5D52CA8A7598267D695F7D592F47411666DEAD253DCEAC1589AAE563FECB935FCDB3A62F9CE722CE33F03975A3BACF08D5105F7F
92489453,snf_6356,378E43BE,Meshtastic,906.875,0,-107.0,1.5,90,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E3734317854630A00BE080412440A09213337386534336265120557344E4D531A044E4D53312206E13D378E43BE2809422052D50DED18CBFC902168441023FC0F11D1CC76C51D76AFDCFF6A9C84D47867674801
92491074,snf_6356,378E43BE,Meshtastic,906.875,0,-112.0,-3.2,90,routing,1,none,,,,,,1,0,FFFFFFFFBE438E3734317854620A0064080412440A09213337386534336265120557344E4D531A044E4D53312206E13D378E43BE2809422052D50DED18CBFC902168441023FC0F11D1CC76C51D76AFDCFF6A9C84D47867674801
92502224,snf_6356,378E43BE,Meshtastic,906.875,0,-104.0,3.2,51,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E37355DFDE7630A00BE0843121D0D5CE3BE6812160858157D3F81401DC05816412502BE893F28A4C7E50F4801
92503586,snf_6356,378E43BE,Meshtastic,906.875,0,-115.0,-5.5,51,routing,1,none,,,,,,1,0,FFFFFFFFBE438E37355DFDE7620A00600843121D0D5CE3BE6812160858157D3F81401DC05816412502BE893F28A4C7E50F4801
92508171,snf_6356,378E43BE,Meshtastic,906.875,0,-110.0,-1.5,51,routing,1,none,,,,,,1,0,FFFFFFFFBE438E37355DFDE7610A00640843121D0D5CE3BE6812160858157D3F81401DC05816412502BE893F28A4C7E50F4801
92534348,snf_6356,55C7E34C,Meshtastic,906.875,0,-106.0,2.2,58,routing,1,none,,,,,,1,0,FFFFFFFF4CE3C7559A528E76610800644D016FC7CEA48FFA5D5F0062858FAED959A74A14FCE8AC67041EA6A80CB8EF287034580A54EA99879484
92536102,snf_6356,55C7E34C,Meshtastic,906.875,0,-104.0,3.7,58,unknown,1,none,,,,,,0,0,FFFFFFFF4CE3C7559A528E76600800BE4D016FC7CEA48FFA5D5F0062858FAED959A74A14FCE8AC67041EA6A80CB8EF287034580A54EA99879484
